question,answer,times_asked
at least 3 years corporate experience data scientist:yes^no,,1.0
"are willing to relocate to the md, dc, va area:select an option^yes^no",,1.0
experience python have,,1.0
working a start up environment,,1.0
are a u.s. citizen or a us persons:yes^no,,1.0
how much post-graduate  working a linux development environment,,1.0
managing teams on projects:select an option^yes^no,,1.0
,,1.0
a valid work status the canada,,1.0
what level support requests are handling currently,,1.0
powerbi,,1.0
are currently located canada a valid work permit:select an option^yes^no,,1.0
are authorized to work the us or canada with-out visa sponsorship:yes^no,,1.0
are ok overlapping from 9 am to 1 pm est (eastern standard time):select an option^yes^no,,1.0
"programming java, web services, html, css, javascript, and/or bootstrap",,1.0
hands-on backend development,,1.0
"javascript or typescript, html5, css3, rest  source code management (ie svn, git), relational databases and developing key value or object databases (ie. redis, mongo db etc)",,1.0
5+ years experience front end developer:yes^no,,1.0
"a strong full-stack experience (react, node js, mongodb, and more):yes^no",,1.0
"by checking this box, will declare that read and understand the adga group consultants inc privacy policy, and the smartrecruiters privacy policy and smartrecruiters  terms use.i agree terms & conditions",,1.0
eclipse,,1.0
i identify as one or more the classifications protected veteran listed abovei am not a protected veterani don't wish to answer:i identify as one or more the classifications protected veteran listed above^i am not a protected veteran^i don't wish to answer,,1.0
experience working python and/or arcpy:select an option^yes^no,,1.0
professional  have,,1.0
why are interested joining planet dds,,1.0
briefly describe your experience typescript + react.,,1.0
are comfortable traveling up to 40% the time to visit project sites and interface customers:select an option^yes^no,,1.0
"web development, software or it  have:select an option^less than 1 year^1-2 years^2-4 years^5-6 years^7-8 years^9+ years",,1.0
itil,,1.0
"please send us a short description something really cool you've worked on (code or tech-related). perhaps a web app, node package or a mobile app. or a fun game built. something!",,1.0
"if yes, will require now or the future, employment visa sponsorship:select an option^no^yes",,1.0
are comfortable working a manufacturing/machinery setting:select an option^yes^no,,1.0
"web services technologies such as rest, https, json",,1.0
"experienced python, js, json, api for cloud integration:select an option^yes^no",,1.0
avez-vous le niveau détudes requis  maîtrise:oui^non,,1.0
php experience:select an option^yes^no,,1.0
informatica intelligent cloud services (iics),,1.0
a valid reliability clearance the federal government granted by cisd/public works:select an option^yes^no,,1.0
"**this is not a corp-to-corp role any form. not apply, unless are interested a w2 direct hire role.** agreed:select an option^yes^no",,1.0
"excellent written communication (design docs, specs, documentation, code reviews, post-mortems)yesno:yes^no",,1.0
software development life cycle (sdlc),,1.0
are a u.s. citizen or green card holder and legally authorized to work the u.s now and the future without sponsorship:select an option^yes^no,,1.0
¿cuánto es su aspiración salarial en usd,,1.0
apache,,1.0
web apis,,1.0
"years experience energy project contract negotiation, management, or administration",,1.0
cloud-based software design,,1.0
experience working next-generation sequencing (ngs) data:select an option^yes^no,,1.0
"how would rate your knowledge data structures, algorithms, and modern design patterns on a scale from 1-5:1^2^3^4^5",,1.0
¿podrás usar tu dispositivo personal:select an option^yes^no,,1.0
"writing single page apps a modern javascript framework like react, vue or angular:< 1 year^1-2 years^2-3 years^3 -5 years^5+ years",,1.0
experience restful api and file base communications between legacy and modern system,,1.0
full rights to work the uk:select an option^yes^no,,1.0
hands-on experience python to build lambda functions,,1.0
asp.net web forms,,1.0
"a bachelors' degree computer science, electronics engineering, or other engineering or technical discipline:select an option^yes^no",,1.0
experience either node.js or react.js:select an option^yes^no,,1.0
3+ years experience javascript\typescript and front end frameworks such as angular\react\vue.js:select an option^yes^no,,1.0
an experience programming languages:select an option^yes^no,,1.0
how long worked typescript,,1.0
"experience pvsyst energy prediction software for utility scale development:yes, i experience working pvsyst software for utility scale development^no, i not worked pvsyst software for utility scale development",,1.0
adobe illustrator,,1.0
"by checking this box, will declare that read and understand the mattel privacy policy, and the smartrecruiters privacy policyand smartrecruiters terms use.i agree terms & conditions:i agree terms & conditions",,1.0
are fully vaccinated against covid-19:select an option^yes^no,,1.0
"deep experience java, javascript, css, html, react, node.js, or other javascript frameworks:yes^no",,1.0
experience developing utility scale onshore wind projects:select an option^yes^no,,1.0
ile lat posugujesz si zawodowo narzdziem java,,1.0
cloth simulation,,1.0
experience mobile build process:select an option^yes^no,,1.0
"' programming  c/c++, c#, python",,1.0
automation testing  have,,1.0
experience hands on coding python and shellscripting:select an option^yes^no,,1.0
lambda,,1.0
7 + years full stack development:select an option^yes^no,,1.0
"are willing to relocate (our help) to portland (oregon) area, or is your current physical location and legal address or very close to portland metropolitan area:select an option^yes^no",,1.0
how would classify your english level from 1 to 5,,1.0
working apis,,1.0
are a member qiq (ordre des ingénieurs du québec):select an option^yes^no,,1.0
experience google cloud platform (gcp):select an option^yes^no,,1.0
bachelors or masters engineering computer science/information security/ or cyber security:select an option^yes^no,,1.0
3+ years experience microsoft sql server:select an option^yes^no,,1.0
significant and varied professional experience leading saas and web applications especially at the enterprise level:select an option^yes^no,,1.0
php and vue experience:select an option^yes^no,,1.0
8+ years experience full stack developer and experience java and angular:select an option^yes^no,,1.0
a bachelor's degree a related field:select an option^yes^no,,1.0
aceita modalidade de contratação pj:select an option^yes^no,,1.0
5 years full stack:select an option^yes^no,,1.0
"list down the version and total experience working on core java, angular/react and other technologies",,1.0
it/ot systems,,1.0
discuss a project that were involved development and there were technical issues what were developing. explawhat the technical issues were and how did address them,,1.0
would require sponsorship to be place onto a w2:select an option^yes^no,,1.0
ansible for automation,,1.0
worked a true 50/50 frontend vs backend development split:select an option^yes^no,,1.0
etl and data ingestions,,1.0
"now, or will at any point time the future, require employer sponsorship to maintayour authorization to work the u.s.:select an option^no^yes",,1.0
"strong data modeling, data structure, data visualization experience:select an option^yes^no",,1.0
"startup, it's incredibly important to us that we find the right person for this position. if you're genuinely interested joining us, please apply and message me (emil) here on linkedin.:select an option^yes^no",,1.0
are currently eligible to work the united states america:select an option^no^yes,,1.0
professional experience working html or css / scss:yes^no,,1.0
reside one the listed states:select an option^yes^no,,1.0
red hat linux,,1.0
"understanding scrum, unit testing, continuous integration, continuous delivery, and devops.:select an option^yes^no",,1.0
